TransactionReference,ValueDate,CustomerAccount,Counterparty,AmountMinorUnits,CurrencyCode,TransactionType,SettlementStatus
B001484,2026-03-26,ACC0093,Northline Freight,3596,GBP,DEBIT,SETTLED
B001485,2026-03-11,ACC0104,"Marlow ""Fine"" Foods",5583,GBP,DEBIT,RETURNED
B001486,2026-03-19,ACC0020,Sandbrook Utilities,22967,GBP,CREDIT,SETTLED
B001487,2026-01-26,ACC0079,Ashvale Clinic,8779,GBP,CREDIT,SETTLED
B001488,2026-03-06,ACC0105,Petra Logistics,1253,GBP,DEBIT,RETURNED
B001489,2026-01-06,ACC0081,Ashvale Clinic,5979,GBP,DEBIT,SETTLED
B001490,2026-03-08,ACC0011,Sandbrook Utilities,6933,GBP,CREDIT,SETTLED
B001491,2026-01-18,ACC0058,Kite Digital,2043,GBP,DEBIT,SETTLED
B001492,2026-03-13,ACC0028,Harrow Sports Club,7153,GBP,DEBIT,UNSETTLED
B001493,2026-03-12,ACC0028,"Wembley Tyres, Ltd",4778,GBP,CREDIT,SETTLED
B001494,2026-03-31,ACC0081,The Old Print Works,7021,GBP,DEBIT,UNSETTLED
B001495,2026-03-01,ACC0066,Harrow Sports Club,11571,GBP,DEBIT,UNSETTLED
B001496,2026-03-04,ACC0071,Sandbrook Utilities,2645,GBP,DEBIT,UNSETTLED
B001497,2026-02-11,ACC0033,Sandbrook Utilities,23785,GBP,CREDIT,RETURNED
B001498,2026-02-28,ACC0029,Sandbrook Utilities,2753,GBP,DEBIT,RETURNED
B001499,2026-01-10,ACC0013,Bolt & Screw Ltd,16537,GBP,CREDIT,SETTLED
B001500,2026-03-04,ACC0012,"Marlow ""Fine"" Foods",5942,GBP,CREDIT,UNSETTLED
B001501,2026-02-16,ACC0112,Harrow Sports Club,12686,GBP,CREDIT,UNSETTLED
B001502,2026-03-09,ACC0111,Kite Digital,10963,GBP,DEBIT,SETTLED
B001503,2026-02-04,ACC0079,"Marlow ""Fine"" Foods",16713,GBP,DEBIT,RETURNED
B001504,2026-03-21,ACC0029,"Wembley Tyres, Ltd",1384,GBP,CREDIT,SETTLED
B001505,2026-02-24,ACC0107,Dhillon & Sons,50819,GBP,CREDIT,SETTLED
B001506,2026-03-25,ACC0054,The Old Print Works,14240,GBP,DEBIT,SETTLED
B001507,2026-02-11,ACC0101,The Old Print Works,3080,GBP,DEBIT,SETTLED
B001508,2026-01-31,ACC0080,"Marlow ""Fine"" Foods",6777,GBP,DEBIT,RETURNED
B001509,2026-03-10,ACC0063,"Wembley Tyres, Ltd",683,GBP,CREDIT,SETTLED
B001510,2026-01-16,ACC0060,Ashvale Clinic,5174,GBP,DEBIT,RETURNED
B001511,2026-02-08,ACC0082,Ashvale Clinic,5063,GBP,CREDIT,RETURNED
B001512,2026-01-02,ACC0026,The Old Print Works,3550,GBP,DEBIT,SETTLED
B001513,2026-01-25,ACC0119,The Old Print Works,6931,GBP,DEBIT,RETURNED
B001514,2026-01-31,ACC0064,The Old Print Works,6821,GBP,CREDIT,RETURNED
B001515,2026-03-16,ACC0036,Harrow Sports Club,28046,GBP,CREDIT,SETTLED
B001516,2026-03-28,ACC0081,The Old Print Works,7813,GBP,DEBIT,RETURNED
B001517,2026-01-11,ACC0052,The Old Print Works,8176,GBP,DEBIT,UNSETTLED
B001518,2026-01-26,ACC0039,Dhillon & Sons,12146,GBP,CREDIT,SETTLED
B001519,2026-01-05,ACC0018,Ashvale Clinic,2902,GBP,DEBIT,UNSETTLED
B001520,2026-02-04,ACC0115,Ashvale Clinic,7125,GBP,DEBIT,UNSETTLED
B001521,2026-03-13,ACC0026,Petra Logistics,7609,GBP,CREDIT,UNSETTLED
B001522,2026-03-01,ACC0071,The Old Print Works,2338,GBP,DEBIT,RETURNED
B001523,2026-01-01,ACC0015,The Old Print Works,4966,GBP,CREDIT,RETURNED
B001524,2026-02-21,ACC0032,Harrow Sports Club,3903,GBP,DEBIT,SETTLED
B001525,2026-01-16,ACC0119,Northline Freight,9053,GBP,DEBIT,UNSETTLED
B001526,2026-01-30,ACC0057,Ashvale Clinic,8573,GBP,DEBIT,RETURNED
B001527,2026-03-05,ACC0025,Harrow Sports Club,443,GBP,DEBIT,UNSETTLED
B001528,2026-02-04,ACC0075,"Marlow ""Fine"" Foods",4381,GBP,DEBIT,SETTLED
B001529,2026-01-11,ACC0014,Petra Logistics,6391,GBP,DEBIT,SETTLED
B001530,2026-01-06,ACC0079,"Marlow ""Fine"" Foods",5646,GBP,CREDIT,UNSETTLED
B001531,2026-01-10,ACC0012,Sandbrook Utilities,19034,GBP,CREDIT,RETURNED
B001532,2026-02-03,ACC0102,"Wembley Tyres, Ltd",4974,GBP,DEBIT,RETURNED
B001533,2026-01-18,ACC0062,Northline Freight,4442,GBP,DEBIT,RETURNED
B001534,2026-02-22,ACC0070,"Marlow ""Fine"" Foods",10968,GBP,CREDIT,SETTLED
B001535,2026-03-08,ACC0042,Petra Logistics,944,GBP,DEBIT,UNSETTLED
B001536,2026-01-06,ACC0120,"Marlow ""Fine"" Foods",9886,GBP,DEBIT,UNSETTLED
B001537,2026-01-03,ACC0104,Bolt & Screw Ltd,6824,GBP,DEBIT,SETTLED
B001538,2026-02-26,ACC0022,Ashvale Clinic,3272,GBP,DEBIT,SETTLED
B001539,2026-03-03,ACC0082,Dhillon & Sons,13239,GBP,CREDIT,SETTLED
B001540,2026-01-06,ACC0017,Kite Digital,3650,GBP,CREDIT,UNSETTLED
B001541,2026-03-08,ACC0015,Kite Digital,3667,GBP,CREDIT,SETTLED
B001542,2026-01-19,ACC0070,Kite Digital,3396,GBP,DEBIT,RETURNED
B001543,2026-03-04,ACC0033,The Old Print Works,6146,GBP,CREDIT,UNSETTLED
B001544,2026-02-17,ACC0102,Harrow Sports Club,14984,GBP,DEBIT,SETTLED
B001545,2026-01-19,ACC0063,Bolt & Screw Ltd,5978,GBP,CREDIT,UNSETTLED
B001546,2026-03-11,ACC0076,Bolt & Screw Ltd,3519,GBP,DEBIT,RETURNED
B001547,2026-01-15,ACC0120,Sandbrook Utilities,24324,GBP,DEBIT,UNSETTLED
B001548,2026-03-02,ACC0109,Corner Cafe,1762,GBP,DEBIT,SETTLED
B001549,2026-02-01,ACC0091,Kite Digital,1296,GBP,DEBIT,SETTLED
B001550,2026-01-23,ACC0081,Kite Digital,10959,GBP,DEBIT,UNSETTLED
B001551,2026-02-14,ACC0016,Northline Freight,4660,GBP,DEBIT,UNSETTLED
B001552,2026-01-02,ACC0050,"Marlow ""Fine"" Foods",5415,GBP,DEBIT,RETURNED
B001553,2026-03-17,ACC0017,Northline Freight,6093,GBP,DEBIT,UNSETTLED
B001554,2026-03-30,ACC0057,Harrow Sports Club,21212,GBP,DEBIT,UNSETTLED
B001555,2026-02-14,ACC0039,The Old Print Works,9429,GBP,CREDIT,RETURNED
B001556,2026-03-19,ACC0027,Kite Digital,2258,GBP,CREDIT,SETTLED
B001557,2026-03-20,ACC0120,Kite Digital,6022,GBP,DEBIT,SETTLED
B001558,2026-03-25,ACC0044,Ashvale Clinic,5375,GBP,DEBIT,UNSETTLED
B001559,2026-03-16,ACC0020,Ashvale Clinic,3256,GBP,DEBIT,RETURNED
B001560,2026-02-02,ACC0033,Sandbrook Utilities,7194,GBP,CREDIT,SETTLED
B001561,2026-02-25,ACC0049,"Wembley Tyres, Ltd",23186,GBP,DEBIT,SETTLED
B001562,2026-01-25,ACC0037,Kite Digital,8800,GBP,DEBIT,UNSETTLED
B001563,2026-01-13,ACC0051,Harrow Sports Club,6344,GBP,DEBIT,RETURNED
B001564,2026-03-11,ACC0030,"Wembley Tyres, Ltd",28547,GBP,DEBIT,SETTLED
B001565,2026-01-10,ACC0090,Corner Cafe,7520,GBP,DEBIT,SETTLED
B001566,2026-03-13,ACC0082,Dhillon & Sons,8743,GBP,DEBIT,SETTLED
B001567,2026-02-13,ACC0040,Dhillon & Sons,21257,GBP,CREDIT,SETTLED
B001568,2026-01-22,ACC0108,"Marlow ""Fine"" Foods",3923,GBP,DEBIT,SETTLED
B001569,2026-02-11,ACC0082,"Marlow ""Fine"" Foods",13192,GBP,CREDIT,SETTLED
B001570,2026-02-08,ACC0110,Sandbrook Utilities,1017,GBP,CREDIT,SETTLED
B001571,2026-01-19,ACC0089,Corner Cafe,10581,GBP,CREDIT,SETTLED
B001572,2026-03-17,ACC0057,Petra Logistics,11592,GBP,CREDIT,UNSETTLED
B001573,2026-03-02,ACC0110,Sandbrook Utilities,5856,GBP,CREDIT,UNSETTLED
B001574,2026-01-30,ACC0066,"Wembley Tyres, Ltd",9464,GBP,DEBIT,RETURNED
B001575,2026-02-06,ACC0045,Kite Digital,18691,GBP,DEBIT,RETURNED
B001576,2026-03-04,ACC0103,Bolt & Screw Ltd,25814,GBP,CREDIT,RETURNED
B001577,2026-02-21,ACC0084,Kite Digital,2352,GBP,CREDIT,UNSETTLED
B001578,2026-01-08,ACC0048,Ashvale Clinic,62310,GBP,CREDIT,RETURNED
B001579,2026-03-17,ACC0074,Sandbrook Utilities,18947,GBP,DEBIT,SETTLED
B001580,2026-01-01,ACC0057,Dhillon & Sons,4368,GBP,DEBIT,SETTLED
B001581,2026-02-20,ACC0110,Northline Freight,6112,GBP,CREDIT,SETTLED
B001582,2026-01-04,ACC0001,Northline Freight,6192,GBP,DEBIT,RETURNED
B001583,2026-02-06,ACC0020,Harrow Sports Club,7063,GBP,DEBIT,SETTLED
B001584,2026-03-31,ACC0013,Ashvale Clinic,22899,GBP,CREDIT,RETURNED
B001585,2026-01-11,ACC0105,Bolt & Screw Ltd,,GBP,DEBIT,SETTLED
B001586,2026-03-19,ACC0101,Dhillon & Sons,21088,GBP,DEBIT,SETTLED
B001587,2026-01-12,ACC0020,Harrow Sports Club,2584,GBP,CREDIT,SETTLED
B001588,2026-03-09,ACC0027,Ashvale Clinic,16333,GBP,DEBIT,UNSETTLED
B001589,2026-03-19,ACC0020,Harrow Sports Club,2480,GBP,CREDIT,SETTLED
B001590,2026-02-06,ACC0068,Dhillon & Sons,10843,GBP,CREDIT,SETTLED
B001591,2026-02-16,ACC0026,Northline Freight,2489,GBP,DEBIT,SETTLED
B001592,2026-01-19,ACC0113,Sandbrook Utilities,10366,GBP,DEBIT,SETTLED
B001593,2026-02-27,ACC0109,The Old Print Works,4974,GBP,DEBIT,UNSETTLED
B001594,2026-03-15,ACC0049,"Wembley Tyres, Ltd",3482,GBP,CREDIT,RETURNED
B001595,2026-02-18,ACC0079,Dhillon & Sons,7579,GBP,DEBIT,SETTLED
B001596,2026-02-02,ACC0073,"Marlow ""Fine"" Foods",13201,GBP,DEBIT,RETURNED
B001597,2026-01-16,ACC0033,Ashvale Clinic,3840,GBP,DEBIT,RETURNED
B001598,2026-03-08,ACC0011,Ashvale Clinic,13082,GBP,CREDIT,UNSETTLED
B001599,2026-02-20,ACC0030,Ashvale Clinic,3160,GBP,DEBIT,SETTLED
B001600,2026-01-30,ACC0005,Bolt & Screw Ltd,5561,GBP,DEBIT,UNSETTLED
B001601,2026-02-20,ACC0089,The Old Print Works,22257,GBP,CREDIT,UNSETTLED
B001602,2026-01-11,ACC0100,Petra Logistics,13688,GBP,DEBIT,RETURNED
B001603,2026-01-11,ACC0118,Ashvale Clinic,877,GBP,CREDIT,SETTLED
B001604,2026-03-03,ACC0047,Corner Cafe,28531,GBP,DEBIT,SETTLED
B001605,2026-03-16,ACC0077,Bolt & Screw Ltd,10989,GBP,DEBIT,UNSETTLED
B001606,2026-03-12,ACC0077,Kite Digital,2034,GBP,CREDIT,SETTLED
B001607,2026-03-20,ACC0113,Northline Freight,2145,GBP,CREDIT,RETURNED
B001608,2026-01-21,ACC0073,Kite Digital,22336,GBP,DEBIT,SETTLED
B001609,2026-02-08,ACC0095,"Wembley Tyres, Ltd",2524,GBP,CREDIT,UNSETTLED
B001610,2026-02-05,ACC0030,"Wembley Tyres, Ltd",34033,GBP,CREDIT,UNSETTLED
B001611,2026-01-14,ACC0061,"Marlow ""Fine"" Foods",20334,GBP,DEBIT,RETURNED
B001612,2026-01-23,ACC0050,Ashvale Clinic,2092,GBP,DEBIT,SETTLED
B001613,2026-01-10,ACC0032,Sandbrook Utilities,15862,GBP,DEBIT,SETTLED
B001614,2026-03-21,ACC0067,Harrow Sports Club,8897,GBP,CREDIT,UNSETTLED
B001615,2026-03-29,ACC0116,Corner Cafe,31785,GBP,DEBIT,SETTLED
B001616,2026-03-24,ACC0001,Bolt & Screw Ltd,10092,GBP,DEBIT,SETTLED
B001617,2026-02-09,ACC0086,Northline Freight,1802,GBP,DEBIT,RETURNED
B001618,2026-01-19,ACC0078,Dhillon & Sons,6750,GBP,DEBIT,UNSETTLED
B001619,2026-03-17,ACC0064,Kite Digital,4386,GBP,DEBIT,RETURNED
B001620,2026-01-29,ACC0086,Ashvale Clinic,9360,GBP,CREDIT,SETTLED
B001621,2026-03-06,ACC0013,Harrow Sports Club,1230,GBP,CREDIT,UNSETTLED
B001622,2026-02-20,ACC0103,The Old Print Works,7430,GBP,DEBIT,SETTLED
B001623,2026-01-11,ACC0093,Harrow Sports Club,3690,GBP,DEBIT,SETTLED
B001624,2026-03-27,ACC0089,Corner Cafe,9795,GBP,DEBIT,UNSETTLED
B001625,2026-02-09,ACC0039,Northline Freight,1451,GBP,DEBIT,SETTLED
B001626,2026-01-19,ACC0020,Sandbrook Utilities,8377,GBP,CREDIT,UNSETTLED
B001627,2026-02-03,ACC0060,Sandbrook Utilities,4151,GBP,DEBIT,UNSETTLED
B001628,2026-03-10,ACC0027,Dhillon & Sons,5601,GBP,DEBIT,SETTLED
B001629,2026-02-23,ACC0116,"Marlow ""Fine"" Foods",10837,GBP,CREDIT,SETTLED
B001630,2026-03-12,ACC0072,Sandbrook Utilities,5846,GBP,DEBIT,UNSETTLED
B001631,2026-03-12,ACC0097,Harrow Sports Club,4316,GBP,CREDIT,SETTLED
B001632,2026-02-15,ACC0076,Petra Logistics,19198,GBP,CREDIT,UNSETTLED
B001633,2026-03-13,ACC0049,"Wembley Tyres, Ltd",8742,GBP,CREDIT,SETTLED
B001634,2026-02-06,ACC0047,Harrow Sports Club,22113,GBP,CREDIT,SETTLED
B001635,2026-03-21,ACC0069,Kite Digital,4842,GBP,DEBIT,SETTLED
B001636,2026-01-06,ACC0059,Corner Cafe,4318,GBP,DEBIT,RETURNED
B001637,2026-03-07,ACC0002,Northline Freight,4060,GBP,DEBIT,UNSETTLED
B001638,2026-02-19,ACC0034,Ashvale Clinic,2500,GBP,DEBIT,RETURNED
B001639,2026-01-04,ACC0111,Kite Digital,15577,GBP,DEBIT,RETURNED
B001640,2026-02-08,ACC0034,Harrow Sports Club,1414,GBP,CREDIT,SETTLED
B001641,2026-02-05,ACC0065,Harrow Sports Club,13938,GBP,DEBIT,SETTLED
B001642,2026-02-16,ACC0042,The Old Print Works,499,GBP,DEBIT,SETTLED
B001643,2026-02-28,ACC0087,Northline Freight,14588,GBP,CREDIT,UNSETTLED
B001644,2026-03-22,ACC0006,Bolt & Screw Ltd,23876,GBP,DEBIT,UNSETTLED
B001645,2026-03-02,ACC0040,Kite Digital,4770,GBP,DEBIT,RETURNED
B001646,2026-02-27,ACC0043,Northline Freight,1116,GBP,DEBIT,SETTLED
B001647,2026-02-10,ACC0007,"Wembley Tyres, Ltd",6447,GBP,DEBIT,SETTLED
B001648,2026-01-12,ACC0041,Dhillon & Sons,1231,GBP,CREDIT,SETTLED
B001649,2026-02-14,ACC0082,Bolt & Screw Ltd,4291,GBP,DEBIT,UNSETTLED
B001650,2026-01-22,ACC0037,"Marlow ""Fine"" Foods",7900,GBP,CREDIT,SETTLED
B001651,2026-03-31,ACC0117,"Wembley Tyres, Ltd",8120,GBP,CREDIT,RETURNED
B001652,2026-01-01,ACC0080,"Wembley Tyres, Ltd",34162,GBP,DEBIT,SETTLED
B001653,2026-01-08,ACC0069,Bolt & Screw Ltd,21685,GBP,DEBIT,SETTLED
B001654,2026-01-15,ACC0026,"Wembley Tyres, Ltd",7707,GBP,CREDIT,UNSETTLED
B001655,2026-02-09,ACC0077,Ashvale Clinic,8714,GBP,DEBIT,SETTLED
B001656,2026-01-17,ACC0085,Northline Freight,2139,GBP,DEBIT,UNSETTLED
B001657,2026-03-30,ACC0057,Kite Digital,2944,GBP,DEBIT,UNSETTLED
B001658,2026-01-27,ACC0068,"Wembley Tyres, Ltd",1531,GBP,CREDIT,SETTLED
B001659,2026-02-26,ACC0062,"Marlow ""Fine"" Foods",7334,GBP,CREDIT,SETTLED
B001660,2026-01-06,ACC0073,"Wembley Tyres, Ltd",6500,GBP,CREDIT,UNSETTLED
B001661,2026-03-09,ACC0057,Northline Freight,24679,GBP,DEBIT,UNSETTLED
B001662,2026-01-18,ACC0008,Bolt & Screw Ltd,5915,GBP,CREDIT,RETURNED
B001663,2026-03-16,ACC0114,Petra Logistics,7320,GBP,CREDIT,UNSETTLED
B001664,2026-01-20,ACC0112,"Wembley Tyres, Ltd",1118,GBP,DEBIT,UNSETTLED
B001665,2026-03-23,ACC0053,Kite Digital,18841,GBP,DEBIT,UNSETTLED
B001666,2026-01-06,ACC0084,Ashvale Clinic,1944,GBP,DEBIT,SETTLED
B001667,2026-01-18,ACC0106,Bolt & Screw Ltd,3164,GBP,DEBIT,RETURNED
B001668,2026-02-10,ACC0046,Petra Logistics,6241,GBP,CREDIT,UNSETTLED
B001669,2026-02-07,ACC0111,Petra Logistics,1887,GBP,DEBIT,SETTLED
B001670,2026-01-14,ACC0115,The Old Print Works,682,GBP,DEBIT,RETURNED
B001671,2026-02-19,ACC0100,Corner Cafe,37878,GBP,DEBIT,SETTLED
B001672,2026-03-15,ACC0075,Northline Freight,7433,GBP,DEBIT,UNSETTLED
B001673,2026-02-28,ACC0064,Harrow Sports Club,20761,GBP,DEBIT,SETTLED
B001674,2026-01-14,ACC0052,Ashvale Clinic,5458,GBP,DEBIT,SETTLED
B001675,2026-02-07,ACC0059,Harrow Sports Club,6381,GBP,DEBIT,RETURNED
B001676,2026-03-22,ACC0087,Harrow Sports Club,2243,GBP,CREDIT,UNSETTLED
B001677,2026-01-03,ACC0067,Dhillon & Sons,2995,GBP,CREDIT,UNSETTLED
B001678,2026-01-23,ACC0029,Harrow Sports Club,18673,GBP,DEBIT,UNSETTLED
B001679,2026-03-31,ACC0023,Harrow Sports Club,3185,GBP,CREDIT,SETTLED
B001680,2026-03-02,ACC0010,Kite Digital,3578,GBP,DEBIT,SETTLED
B001681,2026-02-26,ACC0106,Sandbrook Utilities,7154,GBP,DEBIT,SETTLED
B001682,2026-02-07,ACC0044,Bolt & Screw Ltd,12548,GBP,DEBIT,UNSETTLED
B001683,2026-01-02,ACC0023,Sandbrook Utilities,26164,GBP,DEBIT,SETTLED
B001684,2026-02-08,ACC0097,Sandbrook Utilities,31777,GBP,DEBIT,UNSETTLED
B001685,2026-03-09,ACC0012,Dhillon & Sons,11612,GBP,CREDIT,SETTLED
B001686,2026-01-16,ACC0119,Petra Logistics,5318,GBP,DEBIT,UNSETTLED
B001687,2026-03-06,ACC0081,"Wembley Tyres, Ltd",5694,GBP,DEBIT,SETTLED
B001688,2026-01-15,ACC0019,Ashvale Clinic,4394,GBP,DEBIT,SETTLED
B001689,2026-01-25,ACC0117,Northline Freight,9463,GBP,DEBIT,SETTLED
B001690,2026-01-04,ACC0079,The Old Print Works,3903,GBP,DEBIT,SETTLED
B001691,2026-02-01,ACC0077,"Marlow ""Fine"" Foods",13416,GBP,CREDIT,RETURNED
B001692,2026-02-15,ACC0108,Corner Cafe,3555,GBP,DEBIT,SETTLED
B001693,2026-01-21,ACC0070,Kite Digital,3102,GBP,CREDIT,RETURNED
B001694,2026-01-03,ACC0005,Harrow Sports Club,34224,GBP,CREDIT,SETTLED
B001695,2026-01-08,ACC0002,Ashvale Clinic,5328,GBP,CREDIT,UNSETTLED
B001696,2026-03-17,ACC0115,Corner Cafe,1550,GBP,DEBIT,SETTLED
B001697,2026-02-03,ACC0117,Sandbrook Utilities,16621,GBP,DEBIT,UNSETTLED
B001698,2026-01-18,ACC0027,"Marlow ""Fine"" Foods",32847,GBP,DEBIT,RETURNED
B001699,2026-01-02,ACC0035,Northline Freight,3689,GBP,DEBIT,RETURNED
B001700,2026-02-14,ACC0025,Ashvale Clinic,2958,GBP,DEBIT,SETTLED
B001701,2026-02-26,ACC0113,Bolt & Screw Ltd,5616,GBP,DEBIT,SETTLED
B001702,2026-03-03,ACC0053,Ashvale Clinic,9684,GBP,DEBIT,SETTLED
B001703,2026-01-13,ACC0038,"Marlow ""Fine"" Foods",14381,GBP,DEBIT,SETTLED
B001704,2026-01-02,ACC0020,Bolt & Screw Ltd,7484,GBP,CREDIT,RETURNED
B001705,2026-01-04,ACC0085,Northline Freight,3635,GBP,DEBIT,RETURNED
B001706,2026-01-11,ACC0002,Corner Cafe,6980,GBP,CREDIT,RETURNED
B001707,2026-02-23,ACC0094,Ashvale Clinic,10870,GBP,DEBIT,SETTLED
B001708,2026-03-18,ACC0041,Northline Freight,8465,GBP,DEBIT,SETTLED
B001709,2026-02-27,ACC0040,Harrow Sports Club,13385,GBP,DEBIT,UNSETTLED
B001710,2026-03-17,ACC0047,"Marlow ""Fine"" Foods",20250,GBP,DEBIT,SETTLED
B001711,2026-01-25,ACC0113,Kite Digital,8328,GBP,DEBIT,SETTLED
B001712,2026-02-09,ACC0106,Corner Cafe,2552,GBP,DEBIT,UNSETTLED
B001713,2026-03-16,ACC0047,Ashvale Clinic,1505,GBP,DEBIT,RETURNED
B001714,2026-02-15,ACC0103,"Marlow ""Fine"" Foods",2480,GBP,CREDIT,RETURNED
B001715,2026-03-22,ACC0029,Corner Cafe,21198,GBP,DEBIT,SETTLED
B001716,2026-03-31,ACC0080,"Marlow ""Fine"" Foods",6885,GBP,DEBIT,SETTLED
B001717,2026-03-25,ACC0113,Bolt & Screw Ltd,6619,GBP,DEBIT,UNSETTLED
B001718,2026-02-01,ACC0090,The Old Print Works,55961,GBP,DEBIT,UNSETTLED
B001719,2026-02-20,ACC0102,Northline Freight,5675,GBP,DEBIT,UNSETTLED
B001720,2026-02-17,ACC0078,Corner Cafe,10685,GBP,DEBIT,RETURNED
B001721,2026-01-17,ACC0014,Petra Logistics,45596,GBP,CREDIT,UNSETTLED
B001722,2026-02-26,ACC0025,The Old Print Works,4235,GBP,CREDIT,UNSETTLED
B001723,2026-02-07,ACC0054,Sandbrook Utilities,9133,GBP,DEBIT,UNSETTLED
B001724,2026-01-01,ACC0071,The Old Print Works,16998,GBP,DEBIT,SETTLED
B001725,2026-02-12,ACC0031,"Marlow ""Fine"" Foods",9624,GBP,DEBIT,RETURNED
B001726,2026-03-26,ACC0091,Corner Cafe,6948,GBP,CREDIT,RETURNED
B001727,2026-01-01,ACC0090,The Old Print Works,17183,GBP,DEBIT,SETTLED
B001728,2026-02-24,ACC0055,The Old Print Works,6246,GBP,DEBIT,SETTLED
B001729,2026-03-10,ACC0030,"Marlow ""Fine"" Foods",9941,GBP,DEBIT,UNSETTLED
B001730,2026-01-15,ACC0115,Sandbrook Utilities,11711,GBP,DEBIT,RETURNED
B001731,2026-02-18,ACC0020,Corner Cafe,4530,GBP,DEBIT,UNSETTLED
B001732,2026-02-01,ACC0014,Dhillon & Sons,14552,GBP,DEBIT,SETTLED
B001733,2026-03-16,ACC0024,Sandbrook Utilities,5482,GBP,DEBIT,SETTLED
B001734,2026-01-30,ACC0035,"Marlow ""Fine"" Foods",3196,GBP,CREDIT,SETTLED
B001735,2026-03-31,ACC0039,"Marlow ""Fine"" Foods",25619,GBP,DEBIT,SETTLED
B001736,2026-03-22,ACC0023,Bolt & Screw Ltd,9247,GBP,DEBIT,RETURNED
B001737,2026-02-23,ACC0118,Corner Cafe,6946,GBP,CREDIT,SETTLED
B001738,2026-01-24,ACC0083,Bolt & Screw Ltd,6313,GBP,DEBIT,UNSETTLED
B001739,2026-01-22,ACC0013,Northline Freight,4966,GBP,DEBIT,SETTLED
B001740,2026-03-07,ACC0093,Northline Freight,11724,GBP,DEBIT,UNSETTLED
B001741,2026-01-06,ACC0112,Kite Digital,4871,GBP,CREDIT,RETURNED
B001742,2026-01-01,ACC0048,Northline Freight,6710,GBP,DEBIT,SETTLED
B001743,2026-01-19,ACC0023,Corner Cafe,6632,GBP,CREDIT,UNSETTLED
B001744,2026-02-21,ACC0112,Dhillon & Sons,4829,GBP,CREDIT,UNSETTLED
B001745,2026-02-11,ACC0044,"Marlow ""Fine"" Foods",1864,GBP,DEBIT,SETTLED
B001746,2026-01-27,ACC0042,Sandbrook Utilities,6646,GBP,DEBIT,UNSETTLED
B001747,2026-03-11,ACC0094,Bolt & Screw Ltd,27079,GBP,DEBIT,UNSETTLED
B001748,2026-02-17,ACC0033,"Wembley Tyres, Ltd",5558,GBP,DEBIT,SETTLED
B001749,2026-02-25,ACC0053,Dhillon & Sons,19656,GBP,DEBIT,SETTLED
B001750,2026-01-15,ACC0112,The Old Print Works,11231,GBP,DEBIT,UNSETTLED
B001751,2026-01-25,ACC0082,"Marlow ""Fine"" Foods",2498,GBP,CREDIT,SETTLED
B001752,2026-03-30,ACC0044,Dhillon & Sons,22161,GBP,DEBIT,UNSETTLED
B001753,2026-01-09,ACC0089,Harrow Sports Club,19738,GBP,DEBIT,UNSETTLED
B001754,2026-02-19,ACC0020,"Marlow ""Fine"" Foods",2744,GBP,DEBIT,RETURNED
B001755,2026-01-27,ACC0035,Bolt & Screw Ltd,7161,GBP,CREDIT,SETTLED
B001756,2026-01-01,ACC0008,Corner Cafe,4996,GBP,DEBIT,RETURNED
B001757,2026-01-04,ACC0104,Sandbrook Utilities,6733,GBP,DEBIT,SETTLED
B001758,2026-03-03,ACC0021,"Wembley Tyres, Ltd",4831,GBP,DEBIT,SETTLED
B001759,2026-03-15,ACC0023,Northline Freight,13053,GBP,DEBIT,SETTLED
B001760,2026-01-24,ACC0032,The Old Print Works,5390,GBP,CREDIT,UNSETTLED
B001761,2026-01-29,ACC0093,Dhillon & Sons,1578,GBP,CREDIT,SETTLED
B001762,2026-02-26,ACC0097,Dhillon & Sons,1482,GBP,DEBIT,RETURNED
B001763,2026-02-25,ACC0013,The Old Print Works,3604,GBP,DEBIT,SETTLED
B001764,2026-02-12,ACC0010,Harrow Sports Club,3976,GBP,DEBIT,SETTLED
B001765,2026-01-01,ACC0001,Kite Digital,3550,GBP,DEBIT,SETTLED
B001766,2026-02-03,ACC0049,Corner Cafe,2525,GBP,DEBIT,SETTLED
B001767,2026-03-09,ACC0005,Dhillon & Sons,16803,GBP,DEBIT,SETTLED
B001768,2026-03-23,ACC0059,Dhillon & Sons,2261,GBP,CREDIT,SETTLED
B001769,2026-03-18,ACC0105,Petra Logistics,12510,GBP,DEBIT,SETTLED
B001770,2026-03-19,ACC0120,"Marlow ""Fine"" Foods",7794,GBP,DEBIT,UNSETTLED
B001771,2026-01-29,ACC0092,Corner Cafe,16152,GBP,DEBIT,SETTLED
B001772,2026-02-07,ACC0022,Kite Digital,5607,GBP,DEBIT,RETURNED
B001773,2026-01-03,ACC0017,Bolt & Screw Ltd,2178,GBP,DEBIT,UNSETTLED
B001774,2026-01-31,ACC0112,The Old Print Works,32373,GBP,DEBIT,SETTLED
B001775,2026-01-20,ACC0070,Kite Digital,17690,GBP,DEBIT,UNSETTLED
B001776,2026-01-05,ACC0031,Kite Digital,32596,GBP,CREDIT,UNSETTLED
B001777,2026-02-27,ACC0023,Petra Logistics,4180,GBP,CREDIT,UNSETTLED
B001778,2026-02-17,ACC0050,Ashvale Clinic,3329,GBP,DEBIT,RETURNED
B001779,2026-03-02,ACC0064,Harrow Sports Club,6012,GBP,DEBIT,UNSETTLED
B001780,2026-03-02,ACC0115,"Wembley Tyres, Ltd",1123,GBP,CREDIT,SETTLED
